"","4-waygrass","achmol","aegtri","agohet","aircar","amsmen","anaarv","avebar","avefat","bare","brimax","brimin","brocar","brodia","brohor","bromad","broster","calcil","callut","calpar","carpac","cardamine","casatt","cenmil","cenmil (not?)","cerglo","clapur","conarv","croset","cynech","daucpusil","delvar","diccap","dicmul","elygla","erobot","eupspa","filgal","galpar","gerdis","greenbrush","hypgla","laccil","lacser","lagophylla","latsph","linpar","lolmul","lomatium","longawnbrome","lotmic","lotpur","lotwra","lotus","lupbic","luzcom","madgra","miccal","naspul","navpub","notago","petdub","plalan","planot","poasecunda","purplecup","purpleflower","rancal","trihir","rock","shearv","shieldseed","sidalcea","sisbel","taecap","torilis","tribif","trialbo","tricil","tridub","trieri","trifuc","trigra","trihya","trilax","trimicroceph","trimicrodon","triwhite","triwil","triwra","vicsat","unktar","vicvil","vulmyu","whiterib","whorledtarweed","zigadenus","collinsia","delgra","galapa","germol","astragalus","linbic","oak","pink cup opposite","sanbip","scapec","thycur","unkforb","wood"
"45","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","2","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","5","","5","3","","","","","","","","","","","","","","","",""
"61","","","","","1","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","3","","","","","2","","","","","","2","","","","","5","","5","2","","","","","","","","","","","","","","","",""
"14","","","","","3","","","","","","","","","","3","","","","","","","","","","","","2","","","","","","1","","","3","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","1","","","","","2","","","","","","","","5","","","","","2","2","","","","","","","","","","","","","","","",""
"30","","","","","3","","","","","","","","","","4","","","","","","","","","","","","2","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","3","","","","","","2","","","","","2","","","","","","","","","","","2","","3","4","","","","","","","","","","","","","","","",""
"46","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","2","","","","","","","","","","","4","","5","4","","","","","","","","","","","","","","","",""
"62","","","","","2","","","","","","","","","","3","","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","3","","","","","3","","","","","","1","","","","","3","","4","4","","","","","","","","","","","","","","","",""
"15","","","","","2","","","","","7","","","","","3","","","","","","","","","","","","","","","","","","","","","2","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","3","","","","","2","","","","","","","","4","","","","","3","2","","","","","","","","","","","","","","","",""
"31","","","","","1","","","","","","","","","","3","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","3","","","","","1","","","","","","1","","4","","","2","","2","4","","","","","","","","","","","","","","","",""
"47","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","4","","","","","1","","","","","","","","","","","4","","4","3","","","","","","","","","","","","","","","",""
"63","","","","","2","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","2","","","","","","","","","","","","","","4","","","","","","3","","","","","3","","","","","","","","","","","3","","4","4","","","","","","","","","","","","","","","",""
"16","","","","","3","","","","","","","","","","3","","","","","","","","","","","","2","","","","","","","","","2","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","4","","","","","2","","","","","","","","3","","","","","","2","","","","","","","","","","","","","","","",""
"32","","","","","3","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","2","","","","","2","","","","","","1","","2","","","2","","4","3","","","","","","","","","","","","","","","",""
"48","","","","","2","","","","","","","1","","","3","","","","","","","","","","","","2","","","","","","","","","2","","","1","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","3","","","","","2","","","","","","","","","","","3","","3","3","","1","","","","","","","","","","","","","",""
"64","","","","","3","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","","4","","","","","","3","","","","","3","","","","","","","","","","","3","","4","4","","","","","","","","","","","","","","","",""
"2","","","","","2","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","2","","","1","1","","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","3","","","","","","","","","","","3","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"18","","","","","1","","","","","","","","","","4","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","3","","","","","2","","","","","","","","3","","1","2","","2","3","","","","","","","","","","","","","","","",""
"34","","","","","2","","","","","","","","","","4","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","4","","","","","2","","","","","","","","","","","3","","3","2","","","","","","","","","","","","","","","",""
"50","","","","","1","","","1","","","","","","","4","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","3","","","","","2","","","","","","","","","","","3","","4","3","","","","","","","","","","","","","","","",""
"3","","","","","2","","","","","8","","","","","5","","","","","","","","","","","","","","","","","","1","","","2","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","2","","","","","","","","1","","","3","","4","2","","","","","","","","","","","","","","","",""
"19","","","","","2","","","1","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","2","2","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","3","","","","","3","","","","","","","","2","","","3","","3","4","","","","","","","","","","","","","","","",""
"35","","","","","","","","","","","","","","","3","","","","","","","","","","","","1","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","1","","","","","","","","","","","5","","5","2","","","","","","","","","","","","","","","",""
"51","","","","","","","","2","","","","","","","4","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","3","","","","","2","","","","","","","","","","","3","","3","2","","","","","","","","","","","","","","","",""
"4","","","","","2","","","","","","","","","2","5","","","","","","","","","","","","","","","","","","1","","","2","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","2","","","","","2","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","",""
"20","","","","","2","","","","","","","","","","5","","","","","","","","","","","","","","","","","","1","","","1","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","2","","","","","2","","","","","","","","2","","","3","","3","2","","","","","","","","","","","","","","","",""
